,blackHoleAccretionRate,blackHoleEddingtonRatio,redshift_x,galaxy_id,blackHoleMass,index,htmid_8,magNorm,redshift_y,M_i,ra,dec,seed,agn_sf_u,agn_sf_g,agn_sf_r,agn_sf_i,agn_sf_z,agn_sf_y,agn_tau_u,agn_tau_g,agn_tau_r,agn_tau_i,agn_tau_z,agn_tau_y
84,11145671.570418311,0.0022802572136362046,0.8079258998858347,1876343697,222177319.2907181,84,147049,24.91530314106499,0.8079258998858347,-18.726367878477294,52.86127949959371,-27.676708894427126,782622.0,1.197,1.052,0.9302,0.8476,0.7917,0.7508,205.2,212.2,219.2,224.7,228.7,232.0
85,3122343.6772663556,0.001329977888204098,0.8246248918944641,1876344184,106712084.36003447,85,147049,26.485505604118792,0.8246248918944641,-17.262016740130285,52.671963106584236,-27.593836814322668,5937178.0,1.483,1.304,1.152,1.05,0.9807,0.9299,458.8,477.2,495.4,509.7,520.4,528.9
86,11784312.508689713,0.0053122900302489924,0.8234372533180503,1876345462,100832327.58880424,86,147049,24.83691022888929,0.8234372533180503,-18.902693696006764,52.75924393598948,-27.622746690667988,9735768.0,0.9754,0.8589,0.7602,0.6933,0.6481,0.6149,64.43,67.39,70.36,72.69,74.44,75.83
87,1031213.7928542363,0.002287629622434614,0.8091553727534735,1876347906,20489922.739661876,87,147051,27.530269017331417,0.8091553727534735,-16.125193145676207,52.584733307926484,-27.589510131740617,7151803.0,1.391,1.223,1.08,0.9838,0.9187,0.871,130.0,136.3,142.5,147.5,151.2,154.2
88,3393793.080582921,0.002016935822175469,0.8095310237321722,1876348515,76484001.20053878,88,147049,26.249709675315902,0.8095310237321722,-17.40996500963379,52.84754931313835,-27.728164056603404,6138132.0,1.676,1.469,1.294,1.176,1.096,1.038,52.48,54.95,57.42,59.36,60.83,61.99
89,9187920.03653774,0.012437619797335783,0.8339565892038439,1876507529,33578187.44571958,89,147049,25.06148802166243,0.8339565892038439,-18.74678116796042,52.72093324918089,-27.66288374640982,4754356.0,0.9609,0.8448,0.7468,0.6803,0.6355,0.6026,452.6,471.6,490.5,505.3,516.4,525.2
90,4272006.569019605,0.00211273874297354,0.8467707506425217,1876507722,91910141.47841108,90,147051,26.221778502429615,0.8467707506425217,-17.66782995030868,52.77293006895024,-27.81660237195409,1988535.0,1.719,1.512,1.337,1.218,1.138,1.079,314.8,332.2,349.7,363.5,373.9,382.3
91,1796095.81242361,0.003619048656470492,0.8421083337138262,1876508285,22558613.187076777,91,147049,27.065544463600187,0.8421083337138262,-16.794263304761778,52.760084929640314,-27.73542474525668,5617257.0,1.277,1.12,0.9871,0.8976,0.8373,0.7931,212.8,222.8,232.9,240.8,246.8,251.5
92,798993.227432942,0.0014991760989072373,0.8563482703073699,1876508322,24225222.10746093,92,147051,28.153968522915395,0.8563482703073699,-15.788655773344626,52.65991857919501,-27.819738906653438,9715484.0,1.916,1.684,1.488,1.356,1.266,1.2,46.83,48.88,50.93,52.53,53.74,54.7
93,1263159.4143145136,0.0038908118208988477,0.8415605929509731,1876508406,14756904.126252979,93,147174,27.436881056297445,0.8415605929509731,-16.419420475737617,53.051314107681236,-27.60387527187206,4920391.0,1.463,1.288,1.139,1.039,0.9706,0.9207,60.77,64.14,67.54,70.22,72.26,73.88
94,562273.7189622915,0.001770067896003345,0.8530592865185445,1876508796,14438935.576525193,94,147174,28.49854943274718,0.8530592865185445,-15.42729537315142,53.021974516237655,-27.569028314804985,1348205.0,2.307,2.03,1.795,1.637,1.529,1.451,64.6,67.94,71.31,73.97,75.98,77.58
95,2591575.054912566,0.002466184664492876,0.8447360590613457,1876508961,47765630.78524069,95,147049,26.73395764148957,0.8447360590613457,-17.142655526735705,52.85561202991803,-27.62861222692964,3383445.0,1.349,1.187,1.05,0.9571,0.8944,0.8484,161.2,169.4,177.6,184.1,189.1,193.0
96,11166689.176798288,0.0024108988844626063,0.8428899259105682,1876511927,210534246.80508673,96,147051,25.128778447453648,0.8428899259105682,-18.7360305858172,52.733881414573545,-27.780148978383913,867861.0,0.954,0.8398,0.7433,0.6778,0.6335,0.6011,72.59,76.4,80.23,83.25,85.53,87.35
97,5263238.925247429,0.0016820433997941074,0.8492423404951319,1876513300,142230654.09315628,97,147048,26.040595863065988,0.8492423404951319,-17.864777939719847,52.47919979073373,-28.070749398857984,9755006.0,1.682,1.484,1.316,1.202,1.124,1.068,238.4,250.0,261.8,270.9,277.9,283.4
98,43118282.50134712,0.020830268116458668,0.8451036269084966,1876514085,94090096.2446478,98,147048,23.372003162358272,0.8451036269084966,-20.506958731768755,52.56934415956427,-28.044983138988766,5007670.0,0.5984,0.5263,0.4653,0.424,0.3961,0.3756,107.0,112.5,118.0,122.3,125.6,128.2
99,21690213.744079135,0.0014438808051096235,0.8496770461840553,1876515996,682825620.4113731,99,147051,24.516431390480975,0.8496770461840553,-19.39171293877256,52.61032003266379,-27.85176661899511,6818535.0,1.24,1.09,0.963,0.8771,0.8191,0.7766,65.27,68.68,72.11,74.81,76.86,78.49
100,1686598.58347979,0.002776523080351361,0.8470003030365276,1876516867,27611357.715294965,100,147051,27.201729192109852,0.8470003030365276,-16.689344428148956,52.672615202381365,-27.807803816624453,440397.0,1.944,1.71,1.511,1.377,1.286,1.22,149.2,155.8,162.4,167.5,171.4,174.5
101,586091.174273538,0.0016588447494082833,0.8500377741860694,1876517206,16059675.223390998,101,147049,28.446613721788548,0.8500377741860694,-15.463781809307786,52.68534276492028,-27.58746956651517,3191191.0,2.378,2.09,1.847,1.682,1.571,1.489,90.61,94.54,98.45,101.5,103.8,105.7
102,3181419.655758787,0.004496234308920313,0.8391397304963903,1876517768,32162466.281121712,102,147048,26.392150702646624,0.8391397304963903,-17.44874884941676,52.65185955818288,-27.91083582935087,3513747.0,1.197,1.052,0.9293,0.8462,0.7901,0.749,53.16,56.03,58.93,61.22,62.96,64.34
103,9748744.156934138,0.002000250399402371,0.8399439610627135,1876518840,221534631.13342848,103,147048,25.28382981398386,0.8399439610627135,-18.562123779389026,52.634203682065326,-27.871780553721614,173093.0,1.432,1.259,1.112,1.013,0.946,0.8969,198.8,208.6,218.4,226.1,231.9,236.6
104,6023674.679924251,0.002037250219470775,0.8365564655159974,1876518875,134398510.26897347,104,147051,25.786225019031814,0.8365564655159974,-18.038424191213107,52.659583820813396,-27.75195446933399,6537282.0,1.405,1.233,1.088,0.9906,0.9245,0.8762,393.3,409.0,424.5,436.6,445.7,452.9
105,2128826.135471032,0.002788375407503463,0.8479614277372367,1876520089,34702939.955359004,105,147172,26.952774454173795,0.8479614277372367,-16.944431662636983,52.81263366171461,-27.887500772141795,408858.0,1.371,1.205,1.065,0.9696,0.9054,0.8584,116.7,122.4,128.1,132.7,136.1,138.8
106,2704284.7906429544,0.0026195026847098276,0.8518003781035586,1876521640,46925714.8144258,106,147174,26.721995246168696,0.8518003781035586,-17.1974166542025,53.11819191529726,-27.557912724929828,9823093.0,1.921,1.692,1.498,1.366,1.277,1.212,196.9,207.4,218.1,226.5,232.8,237.9
107,13886318.576634126,0.0020310128994509144,0.8401223628417605,1876525514,310779069.4527638,107,147049,24.89622733928982,0.8401223628417605,-18.950862411810306,52.73293983008046,-27.62136089156458,3082630.0,1.235,1.089,0.9657,0.8819,0.8252,0.7835,99.65,103.2,106.8,109.6,111.7,113.3
108,1098559.764252814,0.0015031855180583516,0.845869517512676,1876526613,33219143.03915339,108,147174,27.74682887381393,0.845869517512676,-16.137025401911753,53.04549093609313,-27.540862465629566,7860598.0,1.732,1.522,1.345,1.226,1.145,1.086,50.82,53.19,55.57,57.44,58.85,59.97
109,4932315.394407329,0.0014309648846377943,0.8328979999838422,1876526616,156674812.00839585,109,147048,26.02985373439994,0.8328979999838422,-17.771738746220706,52.50456073659827,-27.899498691777783,736370.0,1.624,1.427,1.261,1.148,1.072,1.016,233.8,246.2,258.6,268.3,275.7,281.6
110,3147717.3243977167,0.0029097214110806054,0.8419876204986694,1876526796,49172425.805108346,110,147174,26.481321122188877,0.8419876204986694,-17.37771402352827,53.041699151925215,-27.61068778791787,3860746.0,1.273,1.119,0.9899,0.9022,0.8429,0.7994,85.8,89.54,93.27,96.18,98.38,100.1
111,55265197.447737075,0.001427218435109454,0.8423996885591585,1876528150,1760105088.083412,111,147174,23.44930712063258,0.8423996885591585,-20.41236523731079,53.089677898807885,-27.53906739038213,800520.0,1.04,0.9171,0.8127,0.7418,0.6938,0.6586,958.8,1008.0,1057.0,1096.0,1126.0,1149.0
112,967680.9277229358,0.0013062638508116258,0.8261815973931521,1876528496,33672750.48402298,112,147051,27.778678614581814,0.8261815973931521,-15.97921465451655,52.753470352694656,-27.780108332119585,1553766.0,2.164,1.901,1.679,1.529,1.427,1.353,232.7,246.1,259.7,270.4,278.6,285.1
113,90179698.83809319,0.002792775078721407,0.8602481892932763,1876528644,1467743410.8979423,113,147048,22.922789446454786,0.8602481892932763,-21.03917213867191,52.48979685981368,-28.197106685640524,7120696.0,0.8281,0.7289,0.645,0.5882,0.5497,0.5215,334.9,352.1,369.5,383.1,393.5,401.7
114,631982.6606655638,0.0012865615661297428,0.8349380434389997,1876530463,22328107.20603365,114,147051,28.30296513843105,0.8349380434389997,-15.511490492535952,52.575232646310305,-27.851421536407912,1090473.0,2.604,2.289,2.022,1.842,1.72,1.631,188.5,197.8,207.1,214.5,220.1,224.5
115,427002.0072166669,0.0018169382362550376,0.8319658327326955,1876533074,10682356.59249329,115,147049,28.6656330529536,0.8319658327326955,-15.13007658825845,52.71371722442744,-27.621179548906746,9628192.0,2.115,1.862,1.648,1.503,1.405,1.333,74.07,77.87,81.7,84.71,86.99,88.81
116,17944650.774027813,0.008704816785090521,0.8442588468876384,1876533782,93702827.34394272,116,147049,24.443847848916196,0.8442588468876384,-19.429715236014776,52.77390565888765,-27.56752615959475,7174973.0,0.7624,0.6701,0.5922,0.5394,0.5038,0.4777,697.8,737.2,777.1,808.6,832.5,851.6
117,3651567.834203029,0.0025405798262363288,0.8418174502522817,1876533837,65331683.10087098,117,147051,26.336464347337948,0.8418174502522817,-17.5214815355466,52.508122109741166,-27.77888281710481,3128504.0,1.212,1.067,0.9449,0.8618,0.8056,0.7644,34.13,35.59,37.04,38.18,39.04,39.72
118,3081521.016446574,0.006462477315938632,0.8378364789619777,1876534741,21674217.21786946,118,147049,26.36931397763481,0.8378364789619777,-17.463390421040977,52.63442287279372,-27.548085099434914,4561259.0,0.9599,0.8433,0.7448,0.6782,0.6332,0.6003,621.2,652.7,684.4,709.3,728.2,743.2
119,1089754.880839241,0.001762129040198794,0.8274014585231191,1876536527,28110491.136240426,119,147051,27.616091653440755,0.8274014585231191,-16.149921969933747,52.63531727031616,-27.654709089824554,5784230.0,1.798,1.581,1.398,1.274,1.19,1.129,142.4,149.5,156.7,162.4,166.6,170.0
120,18885896.963511895,0.001825008840773554,0.8301689435499706,1876538848,470381207.3666165,120,147051,24.51199360541137,0.8301689435499706,-19.27236673476856,52.60778188308073,-27.652414079284096,4680266.0,1.276,1.121,0.9907,0.9023,0.8426,0.7989,127.0,134.0,141.2,146.9,151.1,154.6
121,1515006.628864747,0.003330494919933734,0.8489290123985247,1876539332,20676788.084408935,121,147048,27.30647223768144,0.8489290123985247,-16.596904193273527,52.67154396434431,-27.875213953081694,2395484.0,1.504,1.321,1.167,1.062,0.9914,0.9397,86.25,90.71,95.2,98.74,101.4,103.5
122,9579745.755136142,0.001614625208954256,0.8584972928511299,1876539800,269686727.57924294,122,147174,25.439786869940157,0.8584972928511299,-18.513780224004275,52.86443218568529,-27.777968993091964,4759019.0,1.216,1.071,0.9486,0.8656,0.8094,0.7682,193.2,201.5,209.8,216.2,221.1,225.0
123,34138394.10922817,0.006102912351073884,0.8468927449677224,1876541687,254263062.8653957,123,147048,23.806214909362062,0.8468927449677224,-20.084172222357846,52.608627188338865,-27.935185148112314,7388243.0,0.9019,0.7928,0.7006,0.6381,0.596,0.5651,377.5,394.0,410.5,423.4,433.2,440.9
124,1509737.7255653383,0.003386286762705037,0.8763694780859739,1876695012,20265395.957291313,124,147049,27.428706972072806,0.8763694780859739,-16.595363808233085,52.8762865938468,-27.556022742430535,8920041.0,1.622,1.425,1.259,1.147,1.071,1.015,126.2,132.2,138.2,143.0,146.5,149.4
125,1213148.3942698513,0.0032580156101239786,0.8996181816337079,1876698312,16925366.673841503,125,147051,27.694602716844948,0.8996181816337079,-16.351042103115,52.55383460650478,-27.533268145813576,817946.0,1.75,1.54,1.363,1.243,1.162,1.102,216.5,226.1,235.8,243.3,249.0,253.5
126,2082460.365130534,0.002072963152913958,0.8963429512973873,1876700016,45662793.95321413,126,147051,27.169111263956985,0.8963429512973873,-16.879899490953743,52.62943729514108,-27.733906400862043,9896541.0,1.599,1.408,1.247,1.138,1.064,1.009,296.8,309.5,322.2,332.2,339.7,345.6
127,19351400.7177148,0.004454361048750311,0.8975102416784202,1876701517,197471447.39855987,127,147051,24.62705245491164,0.8975102416784202,-19.42076271198554,52.49591073600659,-27.664583503863035,4814917.0,0.911,0.7999,0.7061,0.6426,0.5998,0.5685,131.8,138.7,145.7,151.2,155.4,158.7
128,82896661.5575213,0.0018310275995119113,0.8759044119038104,1876702776,2057877266.1869488,128,147049,23.132170448404153,0.8759044119038104,-20.88951645986293,52.80872614106552,-27.781699483122193,9956376.0,0.9558,0.8417,0.7452,0.6797,0.6354,0.6029,154.9,160.4,165.8,170.0,173.2,175.7
129,4203900.1202628305,0.0021553707374549593,0.8771825248596039,1876702783,88655916.95305695,129,147049,26.37524511396056,0.8771825248596039,-17.652991464050665,52.809916129868554,-27.777652310901527,1879393.0,1.35,1.181,1.039,0.9437,0.8793,0.8322,104.1,108.6,113.0,116.5,119.2,121.3
130,2168616.3878148403,0.0019638290584363064,0.8756922299697585,1876703885,50194527.751764044,130,147049,27.103772622762037,0.8756922299697585,-16.91682642060163,52.84973685399384,-27.598015971138814,8131801.0,1.445,1.269,1.122,1.022,0.9539,0.9044,206.4,217.4,228.5,237.3,243.9,249.2
131,3563189.290158047,0.014200233344602887,0.8761104785433222,1876703918,11405668.176163891,131,147174,26.293172737162454,0.8761104785433222,-17.72957053484088,52.989493668151745,-27.62785739780123,821197.0,0.9573,0.8417,0.7439,0.6778,0.633,0.6003,272.4,286.0,299.6,310.3,318.4,324.9
132,18413589.552461777,0.025349868695305436,0.8724481857484243,1876706520,33017186.532753848,132,147049,24.400151593700357,0.8724481857484243,-19.603795830699262,52.73805646163957,-27.725504395193845,8327663.0,0.8138,0.7155,0.6325,0.5763,0.5383,0.5105,53.15,55.18,57.2,58.77,59.95,60.88
133,1420449.9861792352,0.0027146638038087288,0.9057809579581171,1876706943,23784126.922864344,133,147051,27.56093833765564,0.9057809579581171,-16.498562310580642,52.7516201160566,-27.823232317873487,2683876.0,1.784,1.562,1.375,1.249,1.165,1.102,292.5,306.1,319.8,330.5,338.6,345.1
134,1522712.8094690714,0.0040494806583016634,0.9076365144431235,1876707040,17092122.28741912,134,147051,27.434924428855034,0.9076365144431235,-16.629127421300996,52.734090898428164,-27.797860967741773,5622045.0,1.424,1.251,1.105,1.006,0.9397,0.8909,50.26,52.79,55.34,57.35,58.86,60.07
135,1190873.441381416,0.0019598591158068654,0.8763404524856699,1876707137,27619643.950579178,135,147172,27.76250124398026,0.8763404524856699,-16.26142077636176,52.8028936886404,-27.85471923096803,629791.0,1.704,1.498,1.324,1.206,1.126,1.068,333.0,346.7,360.3,370.9,378.9,385.2
136,3414052.2094213217,0.0023907828295243257,0.8794782134669323,1876707377,64909363.33527564,136,147048,26.6003090957911,0.8794782134669323,-17.4396776797623,52.56775778109358,-27.87008693901055,5243501.0,1.546,1.362,1.206,1.1,1.029,0.9763,163.2,172.2,181.3,188.5,193.9,198.2
137,16723383.559866123,0.004987354395508301,0.8963096979121483,1876707748,152416238.72976437,137,147048,24.7723831894517,0.8963096979121483,-19.276661559450964,52.54789848338106,-28.046230223599924,7788152.0,1.118,0.9823,0.8675,0.7898,0.7373,0.6988,745.6,778.3,811.0,836.6,855.8,871.1
138,24462217.735227313,0.002606968036802757,0.9130295231733359,1876709680,426518074.73963505,138,147049,24.47787604199011,0.9130295231733359,-19.603803990758617,52.799431204776965,-27.62728425609851,3313093.0,0.9576,0.8427,0.7455,0.6796,0.6351,0.6025,471.4,494.4,517.5,535.6,549.3,560.2
139,4412215.756185873,0.005402103310486603,0.9064094173563226,1876709723,37125402.8510512,139,147174,26.22978780499768,0.9064094173563226,-17.83125553227827,53.0738191141201,-27.639241712392106,8981260.0,1.25,1.098,0.9704,0.8837,0.8251,0.7822,102.3,107.9,113.6,118.0,121.4,124.1
140,2082142.984716655,0.002092967584716583,0.8968482994779148,1876710244,45219459.50466409,140,147051,27.16745004214873,0.8968482994779148,-16.881043662704272,52.549596094686734,-27.599733958809505,2592614.0,1.521,1.338,1.184,1.08,1.009,0.957,301.7,319.0,336.4,350.2,360.7,369.1
141,16888155.98739853,0.0026026419860572764,0.879192938349366,1876710338,294947771.5663683,141,147048,24.839914951169618,0.879192938349366,-19.198612657020362,52.604641589447034,-27.996681767367335,3475916.0,0.9675,0.8495,0.75,0.6826,0.6372,0.6039,135.6,143.0,150.5,156.5,161.0,164.6
142,25322453.10841336,0.0037042181311824148,0.9048776666235536,1876711377,310732401.5687911,142,147048,24.367758150754877,0.9048776666235536,-19.68952294510193,52.697783272995196,-27.944916166248994,7346770.0,1.033,0.9087,0.8036,0.7324,0.6842,0.649,327.4,342.7,358.0,370.1,379.1,386.4
143,7194933.862975693,0.0034703118719594736,0.9088816024671977,1876711554,94240074.20186591,143,147174,25.76178027795687,0.9088816024671977,-18.305319254938517,52.86346660185734,-27.822066154462227,3023249.0,1.223,1.077,0.9531,0.8693,0.8126,0.7711,393.2,411.5,429.8,444.2,455.0,463.6
144,1448115.7698444766,0.00311216541013864,0.88832317103518,1876712282,21150368.122916564,144,147048,27.51501480666705,0.88832317103518,-16.538295579440245,52.60371592297727,-28.011949714896524,8909995.0,1.307,1.151,1.018,0.9288,0.8682,0.8237,368.8,388.2,407.8,423.2,434.9,444.2
145,596866.4309778136,0.002150086865837759,0.891136367850303,1876712292,12618230.801852887,145,147051,28.535193679051236,0.891136367850303,-15.519095210573074,52.49825163067996,-27.747614262834485,6972148.0,2.292,2.012,1.776,1.616,1.508,1.429,1296.0,1349.0,1402.0,1443.0,1474.0,1499.0
146,44170872.592183016,0.0029312559891284473,0.9095087062996599,1876716937,684951073.3469887,146,147174,23.80295130305379,0.9095087062996599,-20.265681352696628,52.86036493881711,-27.798576033216325,2558474.0,0.9187,0.8075,0.7136,0.6501,0.6071,0.5756,302.4,316.7,331.1,342.4,350.9,357.7
147,5029564.256894069,0.001869397028936975,0.8740781720979511,1876717241,122294276.49275257,147,147049,26.18276266874803,0.8740781720979511,-17.82955597529234,52.8322577356275,-27.600855074844908,3706894.0,1.493,1.312,1.16,1.057,0.9872,0.9362,363.7,380.2,396.8,409.8,419.6,427.4
148,10293926.823096642,0.0015788890955529152,0.8711876371353307,1876718974,296351254.81841016,148,147049,25.40815373800979,0.8711876371353307,-18.589313516673148,52.88442729269379,-27.625468335201923,3373996.0,1.277,1.126,0.9978,0.9108,0.8519,0.8087,635.4,661.8,688.2,708.7,724.2,736.5
149,892392.4817664449,0.0024382707923240386,0.8742109912043969,1876719287,16636090.935201082,149,147048,28.037131456764754,0.8742109912043969,-15.975868910849147,52.675978363364116,-27.85613674200251,3410818.0,2.112,1.861,1.648,1.503,1.405,1.334,88.84,92.69,96.54,99.55,101.8,103.6
150,2426474.095480134,0.00778048294967045,0.8768764627632508,1876721627,14175762.324876048,150,147174,26.799149124093407,0.8768764627632508,-17.227519552950103,52.901733054281664,-27.701609479709397,3042175.0,1.131,0.9951,0.8803,0.8025,0.7499,0.7114,87.14,90.66,94.16,96.9,98.95,100.6
151,2888694.6005929555,0.00246239082340157,0.903393974531385,1876723460,53323907.30955028,151,147174,26.792554395787445,0.903393974531385,-17.261075279044924,53.06345035091334,-27.632339822059432,8009684.0,1.149,1.011,0.8936,0.8142,0.7605,0.7212,272.2,285.2,298.3,308.6,316.3,322.4
152,4673098.062514057,0.002972014452144562,0.875495882445126,1876726704,71471236.67007038,152,147051,26.207105368708348,0.875495882445126,-17.812486855742293,52.56293092643175,-27.548031563099347,8534992.0,1.288,1.133,1.002,0.9134,0.8535,0.8096,166.4,173.8,181.3,187.1,191.5,195.0
153,1978454103.7548954,0.015424841303012471,0.8869636413194064,1876727111,5830188474.697345,153,147048,19.40378697664345,0.8869636413194064,-24.64779884782286,52.5155602846374,-28.101388993757993,4154522.0,0.3279,0.2884,0.2551,0.2325,0.2172,0.206,249.2,261.7,274.4,284.3,291.8,297.8
154,13585762.79114181,0.0013002785388411412,0.9131423656589568,1876728885,474924913.2997294,154,147048,25.216039431154805,0.9131423656589568,-18.866081315985234,52.5347815502709,-27.95121192998688,5038193.0,1.359,1.193,1.054,0.9592,0.8954,0.8487,519.5,546.7,574.1,595.7,612.1,625.1
155,8490524.137304774,0.007101348817164775,0.9079989324611246,1876731841,54346424.21721224,155,147049,25.480926370141816,0.9079989324611246,-18.58401310685372,52.79999851095377,-27.827670703596784,1014138.0,1.023,0.8986,0.7938,0.7228,0.6749,0.6398,231.6,242.9,254.3,263.3,270.1,275.5
156,5709318.449896456,0.007964544636853857,0.8748108038973064,1876732660,32583717.81789731,156,147049,25.850155408502864,0.8748108038973064,-18.165922874869157,52.76500409259059,-27.755292356493342,8840249.0,1.12,0.9829,0.8671,0.7888,0.736,0.6973,90.68,95.09,99.52,103.0,105.6,107.7
157,1546556.3132520404,0.003815709931251696,0.9106114171275641,1876733710,18423311.914506227,157,147048,27.434232531240138,0.9106114171275641,-16.6379936881364,52.50331715048668,-27.887256055119774,388711.0,1.363,1.196,1.055,0.9602,0.896,0.849,58.68,61.57,64.48,66.76,68.49,69.86
158,483645311.4101388,0.028563933746903924,0.8772159586184083,1876734418,769637613.1579846,158,147174,20.836202912048293,0.8772159586184083,-23.192204921666654,52.94172409466563,-27.736090362794727,8147878.0,0.4119,0.3623,0.3204,0.292,0.2728,0.2587,348.9,366.3,383.9,397.6,408.0,416.3
159,1021912.7892520019,0.002488012336788697,0.9067613963492727,1876735714,18669755.227014143,159,147049,27.935156268903913,0.9067613963492727,-16.126750521416394,52.69864834107678,-27.673761102361762,3457736.0,2.073,1.824,1.614,1.471,1.375,1.304,146.6,153.4,160.2,165.5,169.5,172.7
